start,end,orig_raw,orig_clean,orig_repr,orig_hex_utf8,orig_hex_replace,asr_avg_logprob,asr_no_speech_prob,fixed,fixed_lang,translated,confidence
167.54,170.54,"उदरनारत, शेलेंना विटड़ चाँटनेच देने आवशक है,","उदरनारत, शेलेंना विटड़ चाँटनेच देने आवशक है,","'उदरनारत, शेलेंना विटड़ चाँटनेच देने आवशक है,'",e0a489e0a4a6e0a4b0e0a4a8e0a4bee0a4b0e0a4a42c20e0a4b6e0a587e0a4b2e0a587e0a482e0a4a8e0a4be20e0a4b5e0a4bfe0a49fe0a4a1e0a4bc20e0a49ae0a4bee0a481e0a49fe0a4a8e0a587e0a49a20e0a4a6e0a587e0a4a8e0a58720e0a486e0a4b5e0a4b6e0a49520e0a4b9e0a5882c,e0a489e0a4a6e0a4b0e0a4a8e0a4bee0a4b0e0a4a42c20e0a4b6e0a587e0a4b2e0a587e0a482e0a4a8e0a4be20e0a4b5e0a4bfe0a49fe0a4a1e0a4bc20e0a49ae0a4bee0a481e0a49fe0a4a8e0a587e0a49a20e0a4a6e0a587e0a4a8e0a58720e0a486e0a4b5e0a4b6e0a49520e0a4b9e0a5882c,-0.30707929032800446,0.978112518787384,"उदरनारत, शेलेंना विटड़ चाँटनेच देने आवशक है,",hi,The shells must be given in brick and mortar.,0.85
171.54,173.54,"शेटकरनचा शेटात योगे चारा लगवड करून,","शेटकरनचा शेटात योगे चारा लगवड करून,","'शेटकरनचा शेटात योगे चारा लगवड करून,'",e0a4b6e0a587e0a49fe0a495e0a4b0e0a4a8e0a49ae0a4be20e0a4b6e0a587e0a49fe0a4bee0a4a420e0a4afe0a58be0a497e0a58720e0a49ae0a4bee0a4b0e0a4be20e0a4b2e0a497e0a4b5e0a4a120e0a495e0a4b0e0a582e0a4a82c,e0a4b6e0a587e0a49fe0a495e0a4b0e0a4a8e0a49ae0a4be20e0a4b6e0a587e0a49fe0a4bee0a4a420e0a4afe0a58be0a497e0a58720e0a49ae0a4bee0a4b0e0a4be20e0a4b2e0a497e0a4b5e0a4a120e0a495e0a4b0e0a582e0a4a82c,-0.30707929032800446,0.978112518787384,"शेटकरनचा शेटात योगे चारा लगवड करून,",mr,Shetkaran is applied to the shetakana by adding fodder.,0.85
174.54,177.54,"अनी स्तानिच शेटकरनचा समविष असले ले सामुदाई कुरन,","अनी स्तानिच शेटकरनचा समविष असले ले सामुदाई कुरन,","'अनी स्तानिच शेटकरनचा समविष असले ले सामुदाई कुरन,'",e0a485e0a4a8e0a58020e0a4b8e0a58de0a4a4e0a4bee0a4a8e0a4bfe0a49a20e0a4b6e0a587e0a49fe0a495e0a4b0e0a4a8e0a49ae0a4be20e0a4b8e0a4aee0a4b5e0a4bfe0a4b720e0a485e0a4b8e0a4b2e0a58720e0a4b2e0a58720e0a4b8e0a4bee0a4aee0a581e0a4a6e0a4bee0a48820e0a495e0a581e0a4b0e0a4a82c,e0a485e0a4a8e0a58020e0a4b8e0a58de0a4a4e0a4bee0a4a8e0a4bfe0a49a20e0a4b6e0a587e0a49fe0a495e0a4b0e0a4a8e0a49ae0a4be20e0a4b8e0a4aee0a4b5e0a4bfe0a4b720e0a485e0a4b8e0a4b2e0a58720e0a4b2e0a58720e0a4b8e0a4bee0a4aee0a581e0a4a6e0a4bee0a48820e0a495e0a581e0a4b0e0a4a82c,-0.30707929032800446,0.978112518787384,"अनी स्तानिच शेटकरनचा समविष असले ले सामुदाई कुरन,",mr,The Samudai Quran is the homonymous version of Ani Stanich Shetkaran.,0.85
177.54,181.54,"अनी जंगल आसले जमिनी चाविकसा दवार,","अनी जंगल आसले जमिनी चाविकसा दवार,","'अनी जंगल आसले जमिनी चाविकसा दवार,'",e0a485e0a4a8e0a58020e0a49ce0a482e0a497e0a4b220e0a486e0a4b8e0a4b2e0a58720e0a49ce0a4aee0a4bfe0a4a8e0a58020e0a49ae0a4bee0a4b5e0a4bfe0a495e0a4b8e0a4be20e0a4a6e0a4b5e0a4bee0a4b02c,e0a485e0a4a8e0a58020e0a49ce0a482e0a497e0a4b220e0a486e0a4b8e0a4b2e0a58720e0a49ce0a4aee0a4bfe0a4a8e0a58020e0a49ae0a4bee0a4b5e0a4bfe0a495e0a4b8e0a4be20e0a4a6e0a4b5e0a4bee0a4b02c,-0.3596944092635082,0.9679310321807861,"अनी जंगल आसले जमिनी चाविकसा दवार,",mr,And the forest is actually the key to the land.,0.85
182.54,184.54,"वर्षे वर पुरेल इतके जाड ज़ोडपन दवार,","वर्षे वर पुरेल इतके जाड ज़ोडपन दवार,","'वर्षे वर पुरेल इतके जाड ज़ोडपन दवार,'",e0a4b5e0a4b0e0a58de0a4b7e0a58720e0a4b5e0a4b020e0a4aae0a581e0a4b0e0a587e0a4b220e0a487e0a4a4e0a495e0a58720e0a49ce0a4bee0a4a120e0a49ce0a4bce0a58be0a4a1e0a4aae0a4a820e0a4a6e0a4b5e0a4bee0a4b02c,e0a4b5e0a4b0e0a58de0a4b7e0a58720e0a4b5e0a4b020e0a4aae0a581e0a4b0e0a587e0a4b220e0a487e0a4a4e0a495e0a58720e0a49ce0a4bee0a4a120e0a49ce0a4bce0a58be0a4a1e0a4aae0a4a820e0a4a6e0a4b5e0a4bee0a4b02c,-0.3596944092635082,0.9679310321807861,"वर्षे वर पुरेल इतके जाड ज़ोडपन दवार,",hi,A wall of thick zodiac that will last for years.,0.85
185.54,187.54,"चारे ची उपलप्दता सुनिचित करने,","चारे ची उपलप्दता सुनिचित करने,","'चारे ची उपलप्दता सुनिचित करने,'",e0a49ae0a4bee0a4b0e0a58720e0a49ae0a58020e0a489e0a4aae0a4b2e0a4aae0a58de0a4a6e0a4a4e0a4be20e0a4b8e0a581e0a4a8e0a4bfe0a49ae0a4bfe0a4a420e0a495e0a4b0e0a4a8e0a5872c,e0a49ae0a4bee0a4b0e0a58720e0a49ae0a58020e0a489e0a4aae0a4b2e0a4aae0a58de0a4a6e0a4a4e0a4be20e0a4b8e0a581e0a4a8e0a4bfe0a49ae0a4bfe0a4a420e0a495e0a4b0e0a4a8e0a5872c,-0.3596944092635082,0.9679310321807861,"चारे ची उपलप्दता सुनिचित करने,",hi,Ensure availability of fodder.,0.85
188.54,192.54,"दार्मिक कारे करमन चवेल चांगले बाजार किमप्मेलवन आसाटी,","दार्मिक कारे करमन चवेल चांगले बाजार किमप्मेलवन आसाटी,","'दार्मिक कारे करमन चवेल चांगले बाजार किमप्मेलवन आसाटी,'",e0a4a6e0a4bee0a4b0e0a58de0a4aee0a4bfe0a49520e0a495e0a4bee0a4b0e0a58720e0a495e0a4b0e0a4aee0a4a820e0a49ae0a4b5e0a587e0a4b220e0a49ae0a4bee0a482e0a497e0a4b2e0a58720e0a4ace0a4bee0a49ce0a4bee0a4b020e0a495e0a4bfe0a4aee0a4aae0a58de0a4aee0a587e0a4b2e0a4b5e0a4a820e0a486e0a4b8e0a4bee0a49fe0a5802c,e0a4a6e0a4bee0a4b0e0a58de0a4aee0a4bfe0a49520e0a495e0a4bee0a4b0e0a58720e0a495e0a4b0e0a4aee0a4a820e0a49ae0a4b5e0a587e0a4b220e0a49ae0a4bee0a482e0a497e0a4b2e0a58720e0a4ace0a4bee0a49ce0a4bee0a4b020e0a495e0a4bfe0a4aee0a4aae0a58de0a4aee0a587e0a4b2e0a4b5e0a4a820e0a486e0a4b8e0a4bee0a49fe0a5802c,-0.3596944092635082,0.9679310321807861,"दार्मिक कारे करमन चवेल चांगले बाजार किमप्मेलवन आसाटी,",hi,Darmik Karre Karman Chavell Good Market Kimmelvan Estate,0.85
192.54,194.54,"अनी कलडानचा शेर आचे वजन वाडविन आसाटी,","अनी कलडानचा शेर आचे वजन वाडविन आसाटी,","'अनी कलडानचा शेर आचे वजन वाडविन आसाटी,'",e0a485e0a4a8e0a58020e0a495e0a4b2e0a4a1e0a4bee0a4a8e0a49ae0a4be20e0a4b6e0a587e0a4b020e0a486e0a49ae0a58720e0a4b5e0a49ce0a4a820e0a4b5e0a4bee0a4a1e0a4b5e0a4bfe0a4a820e0a486e0a4b8e0a4bee0a49fe0a5802c,e0a485e0a4a8e0a58020e0a495e0a4b2e0a4a1e0a4bee0a4a8e0a49ae0a4be20e0a4b6e0a587e0a4b020e0a486e0a49ae0a58720e0a4b5e0a49ce0a4a820e0a4b5e0a4bee0a4a1e0a4b5e0a4bfe0a4a820e0a486e0a4b8e0a4bee0a49fe0a5802c,-0.3522584590676654,0.9516189694404602,"अनी कलडानचा शेर आचे वजन वाडविन आसाटी,",mr,The weight of the lion A of Ani Kaldan is Vadvin.,0.85
195.54,197.54,"कलडानना पोस्टिक आहार देने गरजे चे आहे,","कलडानना पोस्टिक आहार देने गरजे चे आहे,","'कलडानना पोस्टिक आहार देने गरजे चे आहे,'",e0a495e0a4b2e0a4a1e0a4bee0a4a8e0a4a8e0a4be20e0a4aae0a58be0a4b8e0a58de0a49fe0a4bfe0a49520e0a486e0a4b9e0a4bee0a4b020e0a4a6e0a587e0a4a8e0a58720e0a497e0a4b0e0a49ce0a58720e0a49ae0a58720e0a486e0a4b9e0a5872c,e0a495e0a4b2e0a4a1e0a4bee0a4a8e0a4a8e0a4be20e0a4aae0a58be0a4b8e0a58de0a49fe0a4bfe0a49520e0a486e0a4b9e0a4bee0a4b020e0a4a6e0a587e0a4a8e0a58720e0a497e0a4b0e0a49ce0a58720e0a49ae0a58720e0a486e0a4b9e0a5872c,-0.3522584590676654,0.9516189694404602,"कलडानना पोस्टिक आहार देने गरजे चे आहे,",mr,The kaldans need to be fed a postic diet.,0.85
198.54,202.54,"शेलायंचा आरोके चद्रुष्टीने पुडिल नाविने पुरन गोष्टी करने जाड,","शेलायंचा आरोके चद्रुष्टीने पुडिल नाविने पुरन गोष्टी करने जाड,","'शेलायंचा आरोके चद्रुष्टीने पुडिल नाविने पुरन गोष्टी करने जाड,'",e0a4b6e0a587e0a4b2e0a4bee0a4afe0a482e0a49ae0a4be20e0a486e0a4b0e0a58be0a495e0a58720e0a49ae0a4a6e0a58de0a4b0e0a581e0a4b7e0a58de0a49fe0a580e0a4a8e0a58720e0a4aae0a581e0a4a1e0a4bfe0a4b220e0a4a8e0a4bee0a4b5e0a4bfe0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a497e0a58be0a4b7e0a58de0a49fe0a58020e0a495e0a4b0e0a4a8e0a58720e0a49ce0a4bee0a4a12c,e0a4b6e0a587e0a4b2e0a4bee0a4afe0a482e0a49ae0a4be20e0a486e0a4b0e0a58be0a495e0a58720e0a49ae0a4a6e0a58de0a4b0e0a581e0a4b7e0a58de0a49fe0a580e0a4a8e0a58720e0a4aae0a581e0a4a1e0a4bfe0a4b220e0a4a8e0a4bee0a4b5e0a4bfe0a4a8e0a58720e0a4aae0a581e0a4b0e0a4a820e0a497e0a58be0a4b7e0a58de0a49fe0a58020e0a495e0a4b0e0a4a8e0a58720e0a49ce0a4bee0a4a12c,-0.3522584590676654,0.9516189694404602,"शेलायंचा आरोके चद्रुष्टीने पुडिल नाविने पुरन गोष्टी करने जाड,",mr,The rock-cut arrow is used to make the murals with a plumbing boat.,0.85
203.54,207.54,"जसे कि नियंत्रिट चराई बंदिस्त शेली पालन,","जसे कि नियंत्रिट चराई बंदिस्त शेली पालन,","'जसे कि नियंत्रिट चराई बंदिस्त शेली पालन,'",e0a49ce0a4b8e0a58720e0a495e0a4bf20e0a4a8e0a4bfe0a4afe0a482e0a4a4e0a58de0a4b0e0a4bfe0a49f20e0a49ae0a4b0e0a4bee0a48820e0a4ace0a482e0a4a6e0a4bfe0a4b8e0a58de0a4a420e0a4b6e0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a4a82c,e0a49ce0a4b8e0a58720e0a495e0a4bf20e0a4a8e0a4bfe0a4afe0a482e0a4a4e0a58de0a4b0e0a4bfe0a49f20e0a49ae0a4b0e0a4bee0a48820e0a4ace0a482e0a4a6e0a4bfe0a4b8e0a58de0a4a420e0a4b6e0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a4a82c,-0.3522584590676654,0.9516189694404602,"जसे कि नियंत्रिट चराई बंदिस्त शेली पालन,",hi,Such as controlled grazing and closed shelling.,0.85
207.54,210.54,"मुर्गास आजोला चारे चे थोखले,","मुर्गास आजोला चारे चे थोखले,","'मुर्गास आजोला चारे चे थोखले,'",e0a4aee0a581e0a4b0e0a58de0a497e0a4bee0a4b820e0a486e0a49ce0a58be0a4b2e0a4be20e0a49ae0a4bee0a4b0e0a58720e0a49ae0a58720e0a4a5e0a58be0a496e0a4b2e0a5872c,e0a4aee0a581e0a4b0e0a58de0a497e0a4bee0a4b820e0a486e0a49ce0a58be0a4b2e0a4be20e0a49ae0a4bee0a4b0e0a58720e0a49ae0a58720e0a4a5e0a58be0a496e0a4b2e0a5872c,-0.32368695682474313,0.71202552318573,"मुर्गास आजोला चारे चे थोखले,",mr,Murgas gave a piece of fodder to his grandfather.,0.85
211.54,215.54,जेने कोरुण गाबन शेली वाडे पसुं दूर परेंचे चरने साटी जानर नहीत।,जेने कोरुण गाबन शेली वाडे पसुं दूर परेंचे चरने साटी जानर नहीत।,'जेने कोरुण गाबन शेली वाडे पसुं दूर परेंचे चरने साटी जानर नहीत।',e0a49ce0a587e0a4a8e0a58720e0a495e0a58be0a4b0e0a581e0a4a320e0a497e0a4bee0a4ace0a4a820e0a4b6e0a587e0a4b2e0a58020e0a4b5e0a4bee0a4a1e0a58720e0a4aae0a4b8e0a581e0a48220e0a4a6e0a582e0a4b020e0a4aae0a4b0e0a587e0a482e0a49ae0a58720e0a49ae0a4b0e0a4a8e0a58720e0a4b8e0a4bee0a49fe0a58020e0a49ce0a4bee0a4a8e0a4b020e0a4a8e0a4b9e0a580e0a4a4e0a5a4,e0a49ce0a587e0a4a8e0a58720e0a495e0a58be0a4b0e0a581e0a4a320e0a497e0a4bee0a4ace0a4a820e0a4b6e0a587e0a4b2e0a58020e0a4b5e0a4bee0a4a1e0a58720e0a4aae0a4b8e0a581e0a48220e0a4a6e0a582e0a4b020e0a4aae0a4b0e0a587e0a482e0a49ae0a58720e0a49ae0a4b0e0a4a8e0a58720e0a4b8e0a4bee0a49fe0a58020e0a49ce0a4bee0a4a8e0a4b020e0a4a8e0a4b9e0a580e0a4a4e0a5a4,-0.32368695682474313,0.71202552318573,जेने कोरुण गाबन शेली वाडे पसुं दूर परेंचे चरने साटी जानर नहीत।,hi,There are no animals like the wild animals of the range that run far away from the Gane Korun Gaban Shelly Fort.,0.85
216.54,222.54,"कलिण, मारने, शेलायंचा कलपाचा आकर हा खलिल इदिले ले गोष्टीम वर आवलम्वन आस्तो,","कलिण, मारने, शेलायंचा कलपाचा आकर हा खलिल इदिले ले गोष्टीम वर आवलम्वन आस्तो,","'कलिण, मारने, शेलायंचा कलपाचा आकर हा खलिल इदिले ले गोष्टीम वर आवलम्वन आस्तो,'",e0a495e0a4b2e0a4bfe0a4a32c20e0a4aee0a4bee0a4b0e0a4a8e0a5872c20e0a4b6e0a587e0a4b2e0a4bee0a4afe0a482e0a49ae0a4be20e0a495e0a4b2e0a4aae0a4bee0a49ae0a4be20e0a486e0a495e0a4b020e0a4b9e0a4be20e0a496e0a4b2e0a4bfe0a4b220e0a487e0a4a6e0a4bfe0a4b2e0a58720e0a4b2e0a58720e0a497e0a58be0a4b7e0a58de0a49fe0a580e0a4ae20e0a4b5e0a4b020e0a486e0a4b5e0a4b2e0a4aee0a58de0a4b5e0a4a820e0a486e0a4b8e0a58de0a4a4e0a58b2c,e0a495e0a4b2e0a4bfe0a4a32c20e0a4aee0a4bee0a4b0e0a4a8e0a5872c20e0a4b6e0a587e0a4b2e0a4bee0a4afe0a482e0a49ae0a4be20e0a495e0a4b2e0a4aae0a4bee0a49ae0a4be20e0a486e0a495e0a4b020e0a4b9e0a4be20e0a496e0a4b2e0a4bfe0a4b220e0a487e0a4a6e0a4bfe0a4b2e0a58720e0a4b2e0a58720e0a497e0a58be0a4b7e0a58de0a49fe0a580e0a4ae20e0a4b5e0a4b020e0a486e0a4b5e0a4b2e0a4aee0a58de0a4b5e0a4a820e0a486e0a4b8e0a58de0a4a4e0a58b2c,-0.32368695682474313,0.71202552318573,"कलिण, मारने, शेलायंचा कलपाचा आकर हा खलिल इदिले ले गोष्टीम वर आवलम्वन आस्तो,",mr,Kalpachara of Kalina and Marne and Shelah are the clans that dominate the Khalil Idile Le Gastim.,0.85
222.54,226.54,चारा उपलप जेनु सर कलपाचा आकर कमी अथवा जास्तो करते एत।,चारा उपलप जेनु सर कलपाचा आकर कमी अथवा जास्तो करते एत।,'चारा उपलप जेनु सर कलपाचा आकर कमी अथवा जास्तो करते एत।',e0a49ae0a4bee0a4b0e0a4be20e0a489e0a4aae0a4b2e0a4aa20e0a49ce0a587e0a4a8e0a58120e0a4b8e0a4b020e0a495e0a4b2e0a4aae0a4bee0a49ae0a4be20e0a486e0a495e0a4b020e0a495e0a4aee0a58020e0a485e0a4a5e0a4b5e0a4be20e0a49ce0a4bee0a4b8e0a58de0a4a4e0a58b20e0a495e0a4b0e0a4a4e0a58720e0a48fe0a4a4e0a5a4,e0a49ae0a4bee0a4b0e0a4be20e0a489e0a4aae0a4b2e0a4aa20e0a49ce0a587e0a4a8e0a58120e0a4b8e0a4b020e0a495e0a4b2e0a4aae0a4bee0a49ae0a4be20e0a486e0a495e0a4b020e0a495e0a4aee0a58020e0a485e0a4a5e0a4b5e0a4be20e0a49ce0a4bee0a4b8e0a58de0a4a4e0a58b20e0a495e0a4b0e0a4a4e0a58720e0a48fe0a4a4e0a5a4,-0.27899741030594694,0.9432569146156311,चारा उपलप जेनु सर कलपाचा आकर कमी अथवा जास्तो करते एत।,mr,The fodder supply is more or less the yield of the jinn.,0.85
227.54,232.54,"अथिरिक तनर, मादी, कर्डे, पैदाशी साटी, निरोप्योगी शेल्या, अनी भोकडांची,","अथिरिक तनर, मादी, कर्डे, पैदाशी साटी, निरोप्योगी शेल्या, अनी भोकडांची,","'अथिरिक तनर, मादी, कर्डे, पैदाशी साटी, निरोप्योगी शेल्या, अनी भोकडांची,'",e0a485e0a4a5e0a4bfe0a4b0e0a4bfe0a49520e0a4a4e0a4a8e0a4b02c20e0a4aee0a4bee0a4a6e0a5802c20e0a495e0a4b0e0a58de0a4a1e0a5872c20e0a4aae0a588e0a4a6e0a4bee0a4b6e0a58020e0a4b8e0a4bee0a49fe0a5802c20e0a4a8e0a4bfe0a4b0e0a58be0a4aae0a58de0a4afe0a58be0a497e0a58020e0a4b6e0a587e0a4b2e0a58de0a4afe0a4be2c20e0a485e0a4a8e0a58020e0a4ade0a58be0a495e0a4a1e0a4bee0a482e0a49ae0a5802c,e0a485e0a4a5e0a4bfe0a4b0e0a4bfe0a49520e0a4a4e0a4a8e0a4b02c20e0a4aee0a4bee0a4a6e0a5802c20e0a495e0a4b0e0a58de0a4a1e0a5872c20e0a4aae0a588e0a4a6e0a4bee0a4b6e0a58020e0a4b8e0a4bee0a49fe0a5802c20e0a4a8e0a4bfe0a4b0e0a58be0a4aae0a58de0a4afe0a58be0a497e0a58020e0a4b6e0a587e0a4b2e0a58de0a4afe0a4be2c20e0a485e0a4a8e0a58020e0a4ade0a58be0a495e0a4a1e0a4bee0a482e0a49ae0a5802c,-0.27899741030594694,0.9432569146156311,"अथिरिक तनर, मादी, कर्डे, पैदाशी साटी, निरोप्योगी शेल्या, अनी भोकडांची,",mr,"The Athirik Tannars, the female and the male, the birthing and the passing away of the shillas and the boulders.",0.85
233.54,237.54,मासा साटी विक्रिकवर उन कलपाचा आकर कमी जास्तो करते एत।,मासा साटी विक्रिकवर उन कलपाचा आकर कमी जास्तो करते एत।,'मासा साटी विक्रिकवर उन कलपाचा आकर कमी जास्तो करते एत।',e0a4aee0a4bee0a4b8e0a4be20e0a4b8e0a4bee0a49fe0a58020e0a4b5e0a4bfe0a495e0a58de0a4b0e0a4bfe0a495e0a4b5e0a4b020e0a489e0a4a820e0a495e0a4b2e0a4aae0a4bee0a49ae0a4be20e0a486e0a495e0a4b020e0a495e0a4aee0a58020e0a49ce0a4bee0a4b8e0a58de0a4a4e0a58b20e0a495e0a4b0e0a4a4e0a58720e0a48fe0a4a4e0a5a4,e0a4aee0a4bee0a4b8e0a4be20e0a4b8e0a4bee0a49fe0a58020e0a4b5e0a4bfe0a495e0a58de0a4b0e0a4bfe0a495e0a4b5e0a4b020e0a489e0a4a820e0a495e0a4b2e0a4aae0a4bee0a49ae0a4be20e0a486e0a495e0a4b020e0a495e0a4aee0a58020e0a49ce0a4bee0a4b8e0a58de0a4a4e0a58b20e0a495e0a4b0e0a4a4e0a58720e0a48fe0a4a4e0a5a4,-0.27899741030594694,0.9432569146156311,मासा साटी विक्रिकवर उन कलपाचा आकर कमी जास्तो करते एत।,mr,Fish sauces make the wooly buds appear less and more on the surface.,0.85
237.54,243.54,"विपनन, गर्जु छेली पालकान ना सुक्ष्म कर्जाची व्योष्ता करूं देने यावी,","विपनन, गर्जु छेली पालकान ना सुक्ष्म कर्जाची व्योष्ता करूं देने यावी,","'विपनन, गर्जु छेली पालकान ना सुक्ष्म कर्जाची व्योष्ता करूं देने यावी,'",e0a4b5e0a4bfe0a4aae0a4a8e0a4a82c20e0a497e0a4b0e0a58de0a49ce0a58120e0a49be0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a495e0a4bee0a4a820e0a4a8e0a4be20e0a4b8e0a581e0a495e0a58de0a4b7e0a58de0a4ae20e0a495e0a4b0e0a58de0a49ce0a4bee0a49ae0a58020e0a4b5e0a58de0a4afe0a58be0a4b7e0a58de0a4a4e0a4be20e0a495e0a4b0e0a582e0a48220e0a4a6e0a587e0a4a8e0a58720e0a4afe0a4bee0a4b5e0a5802c,e0a4b5e0a4bfe0a4aae0a4a8e0a4a82c20e0a497e0a4b0e0a58de0a49ce0a58120e0a49be0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a495e0a4bee0a4a820e0a4a8e0a4be20e0a4b8e0a581e0a495e0a58de0a4b7e0a58de0a4ae20e0a495e0a4b0e0a58de0a49ce0a4bee0a49ae0a58020e0a4b5e0a58de0a4afe0a58be0a4b7e0a58de0a4a4e0a4be20e0a495e0a4b0e0a582e0a48220e0a4a6e0a587e0a4a8e0a58720e0a4afe0a4bee0a4b5e0a5802c,-0.35154276150759023,0.9767741560935974,"विपनन, गर्जु छेली पालकान ना सुक्ष्म कर्जाची व्योष्ता करूं देने यावी,",mr,The parents of the child should not be allowed to pay the micro-loan.,0.85
244.54,248.54,"मोथे बादर पेटे छेली पालकान चेगड तार करूं छेलेंची विक्रि करने,","मोथे बादर पेटे छेली पालकान चेगड तार करूं छेलेंची विक्रि करने,","'मोथे बादर पेटे छेली पालकान चेगड तार करूं छेलेंची विक्रि करने,'",e0a4aee0a58be0a4a5e0a58720e0a4ace0a4bee0a4a6e0a4b020e0a4aae0a587e0a49fe0a58720e0a49be0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a495e0a4bee0a4a820e0a49ae0a587e0a497e0a4a120e0a4a4e0a4bee0a4b020e0a495e0a4b0e0a582e0a48220e0a49be0a587e0a4b2e0a587e0a482e0a49ae0a58020e0a4b5e0a4bfe0a495e0a58de0a4b0e0a4bf20e0a495e0a4b0e0a4a8e0a5872c,e0a4aee0a58be0a4a5e0a58720e0a4ace0a4bee0a4a6e0a4b020e0a4aae0a587e0a49fe0a58720e0a49be0a587e0a4b2e0a58020e0a4aae0a4bee0a4b2e0a495e0a4bee0a4a820e0a49ae0a587e0a497e0a4a120e0a4a4e0a4bee0a4b020e0a495e0a4b0e0a582e0a48220e0a49be0a587e0a4b2e0a587e0a482e0a49ae0a58020e0a4b5e0a4bfe0a495e0a58de0a4b0e0a4bf20e0a495e0a4b0e0a4a8e0a5872c,-0.35154276150759023,0.9767741560935974,"मोथे बादर पेटे छेली पालकान चेगड तार करूं छेलेंची विक्रि करने,",mr,Make a string of spinach with a moustache and sell it.,0.85
249.54,252.54,"मासान वर प्रक्रिया करना रे, कर्कानें समोवेद संवंद �theon,","मासान वर प्रक्रिया करना रे, कर्कानें समोवेद संवंद �theon,","'मासान वर प्रक्रिया करना रे, कर्कानें समोवेद संवंद �theon,'",e0a4aee0a4bee0a4b8e0a4bee0a4a820e0a4b5e0a4b020e0a4aae0a58de0a4b0e0a495e0a58de0a4b0e0a4bfe0a4afe0a4be20e0a495e0a4b0e0a4a8e0a4be20e0a4b0e0a5872c20e0a495e0a4b0e0a58de0a495e0a4bee0a4a8e0a587e0a48220e0a4b8e0a4aee0a58be0a4b5e0a587e0a4a620e0a4b8e0a482e0a4b5e0a482e0a4a620efbfbd7468656f6e2c,e0a4aee0a4bee0a4b8e0a4bee0a4a820e0a4b5e0a4b020e0a4aae0a58de0a4b0e0a495e0a58de0a4b0e0a4bfe0a4afe0a4be20e0a495e0a4b0e0a4a8e0a4be20e0a4b0e0a5872c20e0a495e0a4b0e0a58de0a495e0a4bee0a4a8e0a587e0a48220e0a4b8e0a4aee0a58be0a4b5e0a587e0a4a620e0a4b8e0a482e0a4b5e0a482e0a4a620efbfbd7468656f6e2c,-0.35154276150759023,0.9767741560935974,"मासान वर प्रक्रिया करना रे, कर्कानें समोवेद संवंद �theon,",hi,Processing of Masan and Karakane Samaveda,0.85
252.54,257.54,"विक्रि पा सुक्षिट राउ सक्टो, योग्गे रिते विव स्तापित के लेला,","विक्रि पा सुक्षिट राउ सक्टो, योग्गे रिते विव स्तापित के लेला,","'विक्रि पा सुक्षिट राउ सक्टो, योग्गे रिते विव स्तापित के लेला,'",e0a4b5e0a4bfe0a495e0a58de0a4b0e0a4bf20e0a4aae0a4be20e0a4b8e0a581e0a495e0a58de0a4b7e0a4bfe0a49f20e0a4b0e0a4bee0a48920e0a4b8e0a495e0a58de0a49fe0a58b2c20e0a4afe0a58be0a497e0a58de0a497e0a58720e0a4b0e0a4bfe0a4a4e0a58720e0a4b5e0a4bfe0a4b520e0a4b8e0a58de0a4a4e0a4bee0a4aae0a4bfe0a4a420e0a495e0a58720e0a4b2e0a587e0a4b2e0a4be2c,e0a4b5e0a4bfe0a495e0a58de0a4b0e0a4bf20e0a4aae0a4be20e0a4b8e0a581e0a495e0a58de0a4b7e0a4bfe0a49f20e0a4b0e0a4bee0a48920e0a4b8e0a495e0a58de0a49fe0a58b2c20e0a4afe0a58be0a497e0a58de0a497e0a58720e0a4b0e0a4bfe0a4a4e0a58720e0a4b5e0a4bfe0a4b520e0a4b8e0a58de0a4a4e0a4bee0a4aae0a4bfe0a4a420e0a495e0a58720e0a4b2e0a587e0a4b2e0a4be2c,-0.4581364235535865,0.9789461493492126,"विक्रि पा सुक्षिट राउ सक्टो, योग्गे रिते विव स्तापित के लेला,",hi,Vikri Pa Sukshit Rao Sakto and Yogge Ritte Vivah were established.,0.85
